timestamp,x,y,z
2026-06-19T17:17:54.649767,192,-128,960
2026-06-19T17:17:54.649967,192,-160,992
2026-06-19T17:17:54.957976,192,-160,992
2026-06-19T17:17:54.958132,192,-160,960
2026-06-19T17:17:55.366879,192,-160,992
2026-06-19T17:17:55.367017,192,-160,992
2026-06-19T17:17:55.775700,160,-160,992
2026-06-19T17:17:55.775819,192,-160,992
2026-06-19T17:17:56.083499,160,-160,992
2026-06-19T17:17:56.494182,192,-160,992
2026-06-19T17:17:56.494315,192,-160,992
2026-06-19T17:17:56.902744,160,-160,992
2026-06-19T17:17:56.902925,192,-160,992
2026-06-19T17:17:57.312112,192,-160,992
2026-06-19T17:17:57.312264,192,-128,992
2026-06-19T17:17:57.723058,160,-160,960
2026-06-19T17:17:57.723287,160,-160,992
2026-06-19T17:17:58.029140,192,-160,992
2026-06-19T17:17:58.029307,192,-160,992
2026-06-19T17:17:58.222416,160,-160,960
2026-06-19T17:17:58.541801,192,-160,992
2026-06-19T17:17:58.950089,192,-160,992
2026-06-19T17:17:58.950261,192,-96,992
2026-06-19T17:17:59.155757,192,-160,992
2026-06-19T17:17:59.465376,192,-160,992
2026-06-19T17:17:59.465519,160,-160,1024
2026-06-19T17:17:59.771155,192,-128,992
2026-06-19T17:18:00.078533,192,-128,992
2026-06-19T17:18:00.078704,192,-160,992
2026-06-19T17:18:00.486584,192,-128,1024
2026-06-19T17:18:00.486719,192,-128,960
2026-06-19T17:18:00.692487,192,-128,960
2026-06-19T17:18:01.092655,160,-128,992
2026-06-19T17:18:01.093839,192,-160,992
2026-06-19T17:18:01.512196,192,-128,992
2026-06-19T17:18:01.512321,160,-160,992
2026-06-19T17:18:01.921949,192,-128,1024
2026-06-19T17:18:01.922114,192,-160,992
2026-06-19T17:18:02.227566,192,-160,992
2026-06-19T17:18:02.637158,192,-128,992
2026-06-19T17:18:02.637339,192,-160,992
2026-06-19T17:18:03.046885,160,-160,992
2026-06-19T17:18:03.047070,192,-160,992
2026-06-19T17:18:03.456279,192,-160,992
2026-06-19T17:18:03.456409,160,-160,960
2026-06-19T17:18:03.763507,192,-160,992
2026-06-19T17:18:03.763665,160,-128,992
2026-06-19T17:18:04.070649,192,-160,992
2026-06-19T17:18:04.070793,192,-160,992
2026-06-19T17:18:04.379116,160,-128,992
2026-06-19T17:18:04.379242,192,-128,960
2026-06-19T17:18:04.787655,192,-160,992
2026-06-19T17:18:04.787805,192,-160,992
2026-06-19T17:18:05.094688,192,-160,992
2026-06-19T17:18:05.504463,192,-128,992
2026-06-19T17:18:05.504595,192,-128,992
2026-06-19T17:18:05.914672,192,-160,992
2026-06-19T17:18:05.914831,192,-160,992
2026-06-19T17:18:06.323511,192,-128,992
2026-06-19T17:18:06.323657,160,-128,992
2026-06-19T17:18:06.734220,192,-160,992
2026-06-19T17:18:06.734499,192,-128,992
2026-06-19T17:18:07.099287,192,-128,992
2026-06-19T17:18:07.099453,192,-128,992
2026-06-19T17:18:07.553053,192,-160,992
2026-06-19T17:18:07.553202,192,-160,1024
2026-06-19T17:18:07.859308,192,-128,992
2026-06-19T17:18:07.859542,192,-128,960
2026-06-19T17:18:08.371606,160,-160,960
2026-06-19T17:18:08.371751,192,-160,992
2026-06-19T17:18:08.679008,192,-160,992
2026-06-19T17:18:08.679137,192,-160,992
2026-06-19T17:18:08.986082,192,-128,960
2026-06-19T17:18:09.396605,192,-160,960
2026-06-19T17:18:09.396742,192,-160,992
2026-06-19T17:18:09.805911,192,-160,960
2026-06-19T17:18:09.806046,192,-160,992
2026-06-19T17:18:10.009969,192,-128,960
2026-06-19T17:18:10.214688,192,-128,960
2026-06-19T17:18:10.625256,192,-128,992
2026-06-19T17:18:10.625449,160,-128,992
2026-06-19T17:18:10.931416,192,-160,992
2026-06-19T17:18:10.931577,192,-160,992
2026-06-19T17:18:11.238861,192,-160,992
2026-06-19T17:18:11.546885,192,-160,992
2026-06-19T17:18:11.547017,192,-160,992
2026-06-19T17:18:11.955878,192,-160,992
2026-06-19T17:18:11.956015,192,-160,992
2026-06-19T17:18:12.160541,192,-160,960
2026-06-19T17:18:12.467604,192,-128,992
2026-06-19T17:18:12.877055,192,-128,960
2026-06-19T17:18:12.877209,192,-160,992
2026-06-19T17:18:13.180255,192,-128,992
2026-06-19T17:18:13.180410,192,-160,992
2026-06-19T17:18:13.696547,192,-160,992
2026-06-19T17:18:13.696699,192,-160,992
2026-06-19T17:18:14.005048,224,-160,992
2026-06-19T17:18:14.005217,160,-128,992
2026-06-19T17:18:14.208716,192,-128,992
2026-06-19T17:18:14.720983,192,-160,992
2026-06-19T17:18:14.721146,160,-160,960
2026-06-19T17:18:15.130058,192,-160,992
2026-06-19T17:18:15.130215,192,-160,960
2026-06-19T17:18:15.539776,192,-160,992
2026-06-19T17:18:15.539905,224,-128,992
2026-06-19T17:18:15.539970,192,-160,992
2026-06-19T17:18:15.744296,192,-128,960
2026-06-19T17:18:16.154737,224,-160,992
2026-06-19T17:18:16.154890,192,-160,992
2026-06-19T17:18:16.462345,192,-160,992
2026-06-19T17:18:16.462497,192,-128,992
2026-06-19T17:18:16.666122,160,-160,992
2026-06-19T17:18:16.973256,192,-128,992
2026-06-19T17:18:17.280351,160,-160,992
2026-06-19T17:18:17.280475,192,-160,992
2026-06-19T17:18:17.486038,160,-160,992
2026-06-19T17:18:17.896211,192,-128,992
2026-06-19T17:18:17.896380,192,-160,992
2026-06-19T17:18:18.406671,192,-160,992
2026-06-19T17:18:18.406839,160,-160,992
2026-06-19T17:18:18.713993,192,-160,992
2026-06-19T17:18:18.714124,160,-160,960
2026-06-19T17:18:19.021109,160,-128,992
2026-06-19T17:18:19.328132,192,-128,992
2026-06-19T17:18:19.328295,192,-128,992
2026-06-19T17:18:19.535647,192,-128,992
2026-06-19T17:18:19.738087,192,-128,992
2026-06-19T17:18:20.045016,160,-128,992
2026-06-19T17:18:20.352644,192,-160,992
2026-06-19T17:18:20.352774,192,-128,992
2026-06-19T17:18:20.557071,192,-160,992
2026-06-19T17:18:20.864321,160,-128,960
2026-06-19T17:18:21.171739,192,-128,992
2026-06-19T17:18:21.171901,192,-128,992
2026-06-19T17:18:21.581164,192,-160,992
2026-06-19T17:18:21.581338,192,-128,992
2026-06-19T17:18:21.786962,192,-160,960
2026-06-19T17:18:21.990535,192,-128,992
2026-06-19T17:18:22.195553,192,-128,992
2026-06-19T17:18:22.400808,192,-160,992
2026-06-19T17:18:22.707563,192,-160,992
2026-06-19T17:18:22.802782,192,-128,960
2026-06-19T17:18:23.014500,192,-160,992
2026-06-19T17:18:23.208549,160,-128,992
2026-06-19T17:18:23.526790,192,-128,992
2026-06-19T17:18:23.626317,192,-160,960
2026-06-19T17:18:23.936487,192,-160,960
2026-06-19T17:18:24.140992,192,-160,992
2026-06-19T17:18:24.439564,160,-160,992
2026-06-19T17:18:24.439743,192,-128,960
2026-06-19T17:18:24.755796,160,-160,992
2026-06-19T17:18:25.165124,224,-128,992
2026-06-19T17:18:25.165297,192,-160,960
2026-06-19T17:18:25.369821,192,-160,960
2026-06-19T17:18:25.779323,160,-160,992
2026-06-19T17:18:25.779459,192,-160,992
