timestamp,x,y,z
2026-06-19T16:13:56.346,-192,384,960
2026-06-19T16:13:57.368,-192,384,768
2026-06-19T16:13:58.290,-192,192,576
2026-06-19T16:13:59.416,384,192,1152
2026-06-19T16:14:00.338,0,192,960
2026-06-19T16:14:01.156,0,0,960
2026-06-19T16:14:02.283,0,0,960
2026-06-19T16:14:03.204,192,0,960
2026-06-19T16:14:04.331,192,0,768
2026-06-19T16:14:05.355,192,192,960
2026-06-19T16:14:06.379,192,0,960
2026-06-19T16:14:07.301,192,0,768
2026-06-19T16:14:08.427,192,0,960
2026-06-19T16:14:09.351,0,192,960
2026-06-19T16:14:10.270,0,192,960
2026-06-19T16:14:11.184,192,0,768
2026-06-19T16:14:12.215,0,0,960
2026-06-19T16:14:13.239,0,0,960
2026-06-19T16:14:14.366,0,0,960
2026-06-19T16:14:15.390,0,0,960
2026-06-19T16:14:16.311,-192,0,960
2026-06-19T16:14:17.335,0,-192,768
2026-06-19T16:14:18.148,0,0,960
2026-06-19T16:14:19.178,0,0,960
2026-06-19T16:14:20.305,0,0,960
2026-06-19T16:14:21.328,0,-192,768
2026-06-19T16:14:22.354,0,0,960
2026-06-19T16:14:23.273,0,-192,960
2026-06-19T16:14:24.288,192,0,768
2026-06-19T16:14:25.424,0,0,960
2026-06-19T16:14:26.449,-192,0,576
2026-06-19T16:14:27.164,0,0,960
2026-06-19T16:14:28.291,0,0,960
2026-06-19T16:14:29.315,0,0,768
2026-06-19T16:14:30.338,192,0,960
2026-06-19T16:14:31.363,0,0,960
2026-06-19T16:14:32.386,192,0,960
2026-06-19T16:14:33.308,0,0,960
2026-06-19T16:14:59.009,0,192,960
2026-06-19T16:15:00.033,192,0,960
2026-06-19T16:15:01.058,192,192,960
2026-06-19T16:15:02.081,0,0,960
2026-06-19T16:15:03.070,0,0,960
2026-06-19T16:15:04.075,192,0,960
2026-06-19T16:15:04.948,192,192,768
2026-06-19T16:15:05.869,192,0,960
2026-06-19T16:15:06.996,0,0,960
2026-06-19T16:15:08.019,0,0,1152
2026-06-19T16:15:09.045,0,192,960
2026-06-19T16:15:10.067,192,0,960
2026-06-19T16:15:10.984,0,192,960
2026-06-19T16:15:12.012,0,192,960
2026-06-19T16:15:13.071,0,192,960
2026-06-19T16:15:14.472,192,0,1152
2026-06-19T16:15:14.985,192,192,960
2026-06-19T16:15:16.108,0,192,768
2026-06-19T16:15:17.030,0,192,1152
2026-06-19T16:15:18.070,192,192,768
2026-06-19T16:15:18.975,0,192,768
2026-06-19T16:15:20.307,192,0,1344
2026-06-19T16:15:21.331,0,192,960
2026-06-19T16:15:22.252,192,0,960
2026-06-19T16:15:23.282,192,192,960
2026-06-19T16:15:23.993,0,0,768
2026-06-19T16:15:25.119,0,0,960
2026-06-19T16:15:26.042,192,192,960
2026-06-19T16:15:27.372,0,0,768
2026-06-19T16:15:28.088,0,0,768
2026-06-19T16:15:29.010,192,192,768
2026-06-19T16:15:30.035,0,192,768
2026-06-19T16:15:30.956,192,0,960
2026-06-19T16:15:31.979,0,0,960
2026-06-19T16:15:33.003,384,0,1152
2026-06-19T16:15:34.028,0,192,768
2026-06-19T16:15:34.949,192,0,768
2026-06-19T16:15:36.076,192,0,1152
2026-06-19T16:15:37.099,0,0,960
2026-06-19T16:15:38.073,0,0,768
2026-06-19T16:15:38.942,384,0,960
2026-06-19T16:15:39.967,192,0,960
2026-06-19T16:15:40.990,0,0,576
2026-06-19T16:15:42.015,0,0,960
2026-06-19T16:15:43.038,0,0,960
2026-06-19T16:15:44.062,0,0,960
2026-06-19T16:15:45.086,0,0,960
2026-06-19T16:15:46.111,192,0,960
2026-06-19T16:15:47.134,0,0,1152
2026-06-19T16:15:47.953,192,0,960
2026-06-19T16:15:48.977,192,0,960
2026-06-19T16:15:50.001,0,0,960
2026-06-19T16:15:50.820,0,0,960
2026-06-19T16:15:52.051,0,0,960
2026-06-19T16:15:53.071,0,192,960
2026-06-19T16:15:54.097,0,0,768
2026-06-19T16:15:54.916,0,0,960
2026-06-19T16:15:55.940,0,0,960
2026-06-19T16:15:56.965,0,0,960
2026-06-19T16:15:57.987,0,0,960
2026-06-19T16:15:59.012,0,192,768
2026-06-19T16:16:00.035,-192,192,960
2026-06-19T16:16:01.060,192,-960,5376
2026-06-19T16:16:02.083,0,-192,960
2026-06-19T16:16:03.071,0,-192,960
